(-3.5915987628795243, 0.3168885079681365), (-2.7140162009891515, 0.79631404657233951), (-4.0710243014837273, 1.1944710698585093)
(-3.5915987628795243, 0.3168885079681365), (-2.7140162009891515, 0.79631404657233951), (-4.0710243014837273, 1.1944710698585093)
(-3.5915987628795243, 0.3168885079681365), (-2.7140162009891515, 0.79631404657233951), (-4.0710243014837273, 1.1944710698585093)
(-3.5915987628795243, 0.3168885079681365), (-2.7140162009891515, 0.79631404657233951), (-4.0710243014837273, 1.1944710698585093)
(-3.5915987628795243, 0.3168885079681365), (-2.7140162009891515, 0.79631404657233951), (-4.0710243014837273, 1.1944710698585093)
(-3.5915987628795243, 0.3168885079681365), (-2.7140162009891515, 0.79631404657233951), (-4.0710243014837273, 1.1944710698585093)
(-4.0710243014837273, 1.1944710698585093), (-3.1934417395933545, 1.6738966084627123), (-2.7140162009891515, 0.79631404657233951)
(-4.0710243014837273, 1.1944710698585093), (-3.1934417395933545, 1.6738966084627123), (-2.7140162009891515, 0.79631404657233951)
(-4.0710243014837273, 1.1944710698585093), (-3.1934417395933545, 1.6738966084627123), (-2.7140162009891515, 0.79631404657233951)
(-4.0710243014837273, 1.1944710698585093), (-3.1934417395933545, 1.6738966084627123), (-2.7140162009891515, 0.79631404657233951)
(-4.0710243014837273, 1.1944710698585093), (-3.1934417395933545, 1.6738966084627123), (-2.7140162009891515, 0.79631404657233951)
(-4.0710243014837273, 1.1944710698585093), (-3.1934417395933545, 1.6738966084627123), (-2.7140162009891515, 0.79631404657233951)
(-0.3168885079681365, -3.5915987628795243), (0.56069405392223626, -3.1121732242753213), (-0.79631404657233951, -2.7140162009891515)
(-0.3168885079681365, -3.5915987628795243), (0.56069405392223626, -3.1121732242753213), (-0.79631404657233951, -2.7140162009891515)
(-0.3168885079681365, -3.5915987628795243), (0.56069405392223626, -3.1121732242753213), (-0.79631404657233951, -2.7140162009891515)
(-0.3168885079681365, -3.5915987628795243), (0.56069405392223626, -3.1121732242753213), (-0.79631404657233951, -2.7140162009891515)
(-0.3168885079681365, -3.5915987628795243), (0.56069405392223626, -3.1121732242753213), (-0.79631404657233951, -2.7140162009891515)
(-0.3168885079681365, -3.5915987628795243), (0.56069405392223626, -3.1121732242753213), (-0.79631404657233951, -2.7140162009891515)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (0.56069405392223626, -3.1121732242753213)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (0.56069405392223626, -3.1121732242753213)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (0.56069405392223626, -3.1121732242753213)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (0.56069405392223626, -3.1121732242753213)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (0.56069405392223626, -3.1121732242753213)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (0.56069405392223626, -3.1121732242753213)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (-1.2757395851765425, -1.8364336390987788)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (-1.2757395851765425, -1.8364336390987788)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (-1.2757395851765425, -1.8364336390987788)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (-1.2757395851765425, -1.8364336390987788)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (-1.2757395851765425, -1.8364336390987788)
(-0.79631404657233951, -2.7140162009891515), (0.081268515318033252, -2.2345906623849485), (-1.2757395851765425, -1.8364336390987788)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (0.081268515318033252, -2.2345906623849485)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (0.081268515318033252, -2.2345906623849485)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (0.081268515318033252, -2.2345906623849485)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (0.081268515318033252, -2.2345906623849485)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (0.081268515318033252, -2.2345906623849485)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (0.081268515318033252, -2.2345906623849485)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (-1.7551651237807455, -0.95885107720840601)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (-1.7551651237807455, -0.95885107720840601)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (-1.7551651237807455, -0.95885107720840601)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (-1.7551651237807455, -0.95885107720840601)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (-1.7551651237807455, -0.95885107720840601)
(-1.2757395851765425, -1.8364336390987788), (-0.39815702328616975, -1.3570081004945758), (-1.7551651237807455, -0.95885107720840601)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-0.39815702328616975, -1.3570081004945758)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-0.39815702328616975, -1.3570081004945758)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-0.39815702328616975, -1.3570081004945758)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-0.39815702328616975, -1.3570081004945758)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-0.39815702328616975, -1.3570081004945758)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-0.39815702328616975, -1.3570081004945758)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-2.2345906623849485, -0.081268515318033252)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-2.2345906623849485, -0.081268515318033252)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-2.2345906623849485, -0.081268515318033252)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-2.2345906623849485, -0.081268515318033252)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-2.2345906623849485, -0.081268515318033252)
(-1.7551651237807455, -0.95885107720840601), (-0.87758256189037276, -0.47942553860420301), (-2.2345906623849485, -0.081268515318033252)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-0.87758256189037276, -0.47942553860420301)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-0.87758256189037276, -0.47942553860420301)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-0.87758256189037276, -0.47942553860420301)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-0.87758256189037276, -0.47942553860420301)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-0.87758256189037276, -0.47942553860420301)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-0.87758256189037276, -0.47942553860420301)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-2.7140162009891515, 0.79631404657233951)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-2.7140162009891515, 0.79631404657233951)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-2.7140162009891515, 0.79631404657233951)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-2.7140162009891515, 0.79631404657233951)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-2.7140162009891515, 0.79631404657233951)
(-2.2345906623849485, -0.081268515318033252), (-1.3570081004945758, 0.39815702328616975), (-2.7140162009891515, 0.79631404657233951)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-1.3570081004945758, 0.39815702328616975)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-1.3570081004945758, 0.39815702328616975)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-1.3570081004945758, 0.39815702328616975)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-1.3570081004945758, 0.39815702328616975)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-1.3570081004945758, 0.39815702328616975)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-1.3570081004945758, 0.39815702328616975)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-3.1934417395933545, 1.6738966084627123)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-3.1934417395933545, 1.6738966084627123)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-3.1934417395933545, 1.6738966084627123)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-3.1934417395933545, 1.6738966084627123)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-3.1934417395933545, 1.6738966084627123)
(-2.7140162009891515, 0.79631404657233951), (-1.8364336390987788, 1.2757395851765425), (-3.1934417395933545, 1.6738966084627123)
(-3.1934417395933545, 1.6738966084627123), (-2.3158591777029818, 2.1533221470669153), (-1.8364336390987788, 1.2757395851765425)
(-3.1934417395933545, 1.6738966084627123), (-2.3158591777029818, 2.1533221470669153), (-1.8364336390987788, 1.2757395851765425)
(-3.1934417395933545, 1.6738966084627123), (-2.3158591777029818, 2.1533221470669153), (-1.8364336390987788, 1.2757395851765425)
(-3.1934417395933545, 1.6738966084627123), (-2.3158591777029818, 2.1533221470669153), (-1.8364336390987788, 1.2757395851765425)
(-3.1934417395933545, 1.6738966084627123), (-2.3158591777029818, 2.1533221470669153), (-1.8364336390987788, 1.2757395851765425)
(-3.1934417395933545, 1.6738966084627123), (-2.3158591777029818, 2.1533221470669153), (-1.8364336390987788, 1.2757395851765425)
(0.56069405392223626, -3.1121732242753213), (1.438276615812609, -2.6327476856711183), (0.081268515318033252, -2.2345906623849485)
(0.56069405392223626, -3.1121732242753213), (1.438276615812609, -2.6327476856711183), (0.081268515318033252, -2.2345906623849485)
(0.56069405392223626, -3.1121732242753213), (1.438276615812609, -2.6327476856711183), (0.081268515318033252, -2.2345906623849485)
(0.56069405392223626, -3.1121732242753213), (1.438276615812609, -2.6327476856711183), (0.081268515318033252, -2.2345906623849485)
(0.56069405392223626, -3.1121732242753213), (1.438276615812609, -2.6327476856711183), (0.081268515318033252, -2.2345906623849485)
(0.56069405392223626, -3.1121732242753213), (1.438276615812609, -2.6327476856711183), (0.081268515318033252, -2.2345906623849485)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (1.438276615812609, -2.6327476856711183)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (1.438276615812609, -2.6327476856711183)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (1.438276615812609, -2.6327476856711183)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (1.438276615812609, -2.6327476856711183)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (1.438276615812609, -2.6327476856711183)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (1.438276615812609, -2.6327476856711183)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (-0.39815702328616975, -1.3570081004945758)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (-0.39815702328616975, -1.3570081004945758)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (-0.39815702328616975, -1.3570081004945758)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (-0.39815702328616975, -1.3570081004945758)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (-0.39815702328616975, -1.3570081004945758)
(0.081268515318033252, -2.2345906623849485), (0.95885107720840601, -1.7551651237807455), (-0.39815702328616975, -1.3570081004945758)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (0.95885107720840601, -1.7551651237807455)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (0.95885107720840601, -1.7551651237807455)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (0.95885107720840601, -1.7551651237807455)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (0.95885107720840601, -1.7551651237807455)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (0.95885107720840601, -1.7551651237807455)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (0.95885107720840601, -1.7551651237807455)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (-0.87758256189037276, -0.47942553860420301)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (-0.87758256189037276, -0.47942553860420301)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (-0.87758256189037276, -0.47942553860420301)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (-0.87758256189037276, -0.47942553860420301)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (-0.87758256189037276, -0.47942553860420301)
(-0.39815702328616975, -1.3570081004945758), (0.47942553860420301, -0.87758256189037276), (-0.87758256189037276, -0.47942553860420301)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (0.47942553860420301, -0.87758256189037276)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (0.47942553860420301, -0.87758256189037276)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (0.47942553860420301, -0.87758256189037276)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (0.47942553860420301, -0.87758256189037276)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (0.47942553860420301, -0.87758256189037276)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (0.47942553860420301, -0.87758256189037276)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (-1.3570081004945758, 0.39815702328616975)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (-1.3570081004945758, 0.39815702328616975)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (-1.3570081004945758, 0.39815702328616975)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (-1.3570081004945758, 0.39815702328616975)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (-1.3570081004945758, 0.39815702328616975)
(-0.87758256189037276, -0.47942553860420301), (0.0, 0.0), (-1.3570081004945758, 0.39815702328616975)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (0.0, 0.0)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (0.0, 0.0)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (0.0, 0.0)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (0.0, 0.0)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (0.0, 0.0)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (0.0, 0.0)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (-1.8364336390987788, 1.2757395851765425)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (-1.8364336390987788, 1.2757395851765425)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (-1.8364336390987788, 1.2757395851765425)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (-1.8364336390987788, 1.2757395851765425)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (-1.8364336390987788, 1.2757395851765425)
(-1.3570081004945758, 0.39815702328616975), (-0.47942553860420301, 0.87758256189037276), (-1.8364336390987788, 1.2757395851765425)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-0.47942553860420301, 0.87758256189037276)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-0.47942553860420301, 0.87758256189037276)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-0.47942553860420301, 0.87758256189037276)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-0.47942553860420301, 0.87758256189037276)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-0.47942553860420301, 0.87758256189037276)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-0.47942553860420301, 0.87758256189037276)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-2.3158591777029818, 2.1533221470669153)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-2.3158591777029818, 2.1533221470669153)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-2.3158591777029818, 2.1533221470669153)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-2.3158591777029818, 2.1533221470669153)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-2.3158591777029818, 2.1533221470669153)
(-1.8364336390987788, 1.2757395851765425), (-0.95885107720840601, 1.7551651237807455), (-2.3158591777029818, 2.1533221470669153)
(-2.3158591777029818, 2.1533221470669153), (-1.438276615812609, 2.6327476856711183), (-0.95885107720840601, 1.7551651237807455)
(-2.3158591777029818, 2.1533221470669153), (-1.438276615812609, 2.6327476856711183), (-0.95885107720840601, 1.7551651237807455)
(-2.3158591777029818, 2.1533221470669153), (-1.438276615812609, 2.6327476856711183), (-0.95885107720840601, 1.7551651237807455)
(-2.3158591777029818, 2.1533221470669153), (-1.438276615812609, 2.6327476856711183), (-0.95885107720840601, 1.7551651237807455)
(-2.3158591777029818, 2.1533221470669153), (-1.438276615812609, 2.6327476856711183), (-0.95885107720840601, 1.7551651237807455)
(-2.3158591777029818, 2.1533221470669153), (-1.438276615812609, 2.6327476856711183), (-0.95885107720840601, 1.7551651237807455)
(1.438276615812609, -2.6327476856711183), (2.3158591777029818, -2.1533221470669153), (0.95885107720840601, -1.7551651237807455)
(1.438276615812609, -2.6327476856711183), (2.3158591777029818, -2.1533221470669153), (0.95885107720840601, -1.7551651237807455)
(1.438276615812609, -2.6327476856711183), (2.3158591777029818, -2.1533221470669153), (0.95885107720840601, -1.7551651237807455)
(1.438276615812609, -2.6327476856711183), (2.3158591777029818, -2.1533221470669153), (0.95885107720840601, -1.7551651237807455)
(1.438276615812609, -2.6327476856711183), (2.3158591777029818, -2.1533221470669153), (0.95885107720840601, -1.7551651237807455)
(1.438276615812609, -2.6327476856711183), (2.3158591777029818, -2.1533221470669153), (0.95885107720840601, -1.7551651237807455)
(0.95885107720840601, -1.7551651237807455), (1.8364336390987788, -1.2757395851765425), (2.3158591777029818, -2.1533221470669153)
(0.95885107720840601, -1.7551651237807455), (1.8364336390987788, -1.2757395851765425), (2.3158591777029818, -2.1533221470669153)
